,Bottom(20%),Low(20%),Medium(20%),High(20%),Top(20%)
435,0.018787656,0.019847969,0.018522419,0.017948866,0.015389131
436,0.020193884,0.018996239,0.017246878,0.018439598,0.017088862
437,0.01957366,0.020053487,0.019391432,0.018029748,0.016582396
438,0.020769127,0.02057387,0.020115003,0.019238126,0.015821794
439,0.02018147,0.019737326,0.018233543,0.021443913,0.01875042
440,0.02171433,0.019824328,0.018517578,0.018238207,0.017571645
441,0.021209395,0.01990757,0.019786257,0.017777443,0.017449541
442,0.021659102,0.018640436,0.01825674,0.01885088,0.01725165
443,0.020242484,0.01880085,0.01916888,0.01850934,0.01738558
444,0.022038184,0.019646015,0.018903773,0.017490154,0.01730951
445,0.019825635,0.01921521,0.019915408,0.016759679,0.01916961
446,0.019996183,0.019656641,0.01783624,0.018785575,0.015266782
447,0.020091105,0.017776659,0.019293286,0.018039538,0.018313518
448,0.020382281,0.019196952,0.021470409,0.018825699,0.02126356
449,0.02049669,0.018874642,0.01891242,0.018453602,0.019180061
450,0.020619465,0.020151556,0.019663544,0.019728873,0.017553234
451,0.02028494,0.018450424,0.020810146,0.01797055,0.018998869
452,0.019009534,0.018511351,0.019614184,0.021000588,0.021867845
453,0.018087436,0.019893283,0.018747298,0.020059654,0.019419556
454,0.02075173,0.019785725,0.019684896,0.02062806,0.017321883
455,0.0190733,0.019532364,0.019466098,0.019544523,0.019678757
456,0.018967204,0.019643787,0.019320682,0.019333685,0.015579518
457,0.020297348,0.018727893,0.019322598,0.019501057,0.019106328
458,0.020834686,0.020103674,0.01914137,0.020103691,0.017892808
459,0.019028515,0.018905614,0.018200004,0.01812821,0.018137218
460,0.01863575,0.018969653,0.018500814,0.018348204,0.01739608
461,0.019917477,0.019879986,0.018939693,0.016508607,0.014501183
462,0.01931713,0.019016229,0.01920199,0.019705724,0.016803036
463,0.020300085,0.019418953,0.019399,0.017830726,0.01585222
464,0.019673202,0.019295428,0.020497456,0.016829917,0.013942658
465,0.021254294,0.019175394,0.019664526,0.017118705,0.014463252
466,0.020346733,0.018185273,0.01998878,0.018275099,0.016947636
467,0.020350523,0.019235492,0.017935677,0.014876438,0.017783811
468,0.019044064,0.019627348,0.019513698,0.01629239,0.01709711
469,0.01948846,0.020898972,0.01703257,0.017822111,0.016828712
470,0.019558595,0.018625204,0.016857618,0.01713769,0.016894545
471,0.018612223,0.018877171,0.017767921,0.0181088,0.0147091
472,0.019915473,0.020049738,0.019426176,0.017287537,0.016060593
473,0.020660708,0.017416857,0.018817078,0.018026875,0.015774308
474,0.019753015,0.01988283,0.019064166,0.017946057,0.016208477
475,0.020083403,0.018687597,0.01962289,0.017721359,0.01720934
476,0.019235631,0.019354522,0.019069418,0.016745163,0.019831266
477,0.020916982,0.021243807,0.018860685,0.017465375,0.018900035
478,0.02158351,0.019664511,0.017682178,0.016206756,0.018704763
479,0.019907203,0.020208212,0.018366067,0.016048709,0.01526912
480,0.019014185,0.020416463,0.018993877,0.019227274,0.015238818
481,0.020602815,0.020208128,0.018403383,0.017608907,0.015094262
482,0.020080054,0.019435253,0.018921848,0.018390907,0.016052881
483,0.020785326,0.019624695,0.020174528,0.018932493,0.016060859
484,0.020420616,0.020886624,0.019906908,0.01914579,0.015289439
485,0.019189592,0.021496722,0.020541836,0.01842584,0.014794721
486,0.020407312,0.018518923,0.019725412,0.018912138,0.015652077
487,0.020626726,0.02007176,0.01927226,0.0192267,0.016427396
488,0.01979482,0.020833895,0.018057764,0.017368708,0.013585353
489,0.020119762,0.019805707,0.0195273,0.019546572,0.016447648
490,0.019268801,0.018595364,0.020829925,0.018823097,0.014591516
491,0.020006713,0.019745605,0.019679068,0.018994698,0.014604523
492,0.018311119,0.01886448,0.018368915,0.019098843,0.012621065
493,0.017578267,0.0186518,0.017118389,0.017372543,0.013110991
494,0.01934985,0.017430197,0.017441226,0.016432047,0.013288422
495,0.01605881,0.016692778,0.015283823,0.014945587,0.012054795
496,0.015368138,0.014909443,0.013713146,0.013294299,0.010605078
497,0.015013064,0.01207291,0.010364094,0.0102066975,0.010094296
498,0.010264596,0.009590954,0.0073863207,0.00751242,0.008177977
499,0.007774461,0.0063478486,0.00525741,0.004893724,0.005041714
